Tue Dec 14 20:54:21 EST 2021
Predicting price movement for: 2021-12-14
Loading word weights
['-', 'ads', '0.0', '10', '20']
['-', 'and', '0.0', '20', '20']
['-', 'alternatives', '0.0', '10', '0']
['-', 'according', '0.0', '10', '0']
['-', 'asset', '0.0', '20', '0']
['-', 'activision', '0.0', '20', '0']
['-', 'amd', '0.0', '20', '0']
['-', 'after', '0.0', '20', '0']
['-', 'ahead', '0.0', '10', '0']
['-', 'apple', '0.0', '10', '0']
['-', 'augmented', '0.0', '10', '0']
['-', 'advantage', '0.0', '20', '20']
['-', 'all', '0.0', '10', '20']
['-', 'arm', '0.0', '10', '20']
['-', 'announces', '0.0', '10', '20']
['-', 'availability', '0.0', '10', '20']
['-', 'advisers', '0.0', '10', '0']
['-', 'buys', '0.0', '110', '100']
['-', 'biggest', '0.0', '10', '20']
['-', 'bill', '0.0', '10', '20']
['-', 'baxter', '0.0', '10', '20']
['-', 'buyback', '0.0', '10', '0']
['-', 'boost', '0.0', '10', '0']
['-', 'bitcoin', '0.0', '10', '0']
['-', 'buy', '0.0', '50', '20']
['-', 'billionaire', '0.0', '10', '0']
['-', 'business', '0.0', '20', '0']
['-', 'blizzard', '0.0', '20', '0']
['-', 'beat', '0.0', '10', '0']
['-', 'booking', '0.0', '10', '20']
['-', 'blackrock', '0.0', '10', '20']
['-', 'band', '0.0', '10', '20']
['-', 'beach', '0.0', '10', '20']
['-', 'bumblebee', '0.0', '10', '20']
['-', 'croci', '0.0', '40', '40']
['-', 'climbed', '0.0', '10', '20']
['-', 'calls', '0.0', '10', '20']
['-', 'choice', '0.0', '10', '20']
['-', 'capital', '0.0', '10', '20']
['-', 'companies', '0.0', '30', '20']
['-', 'continue', '0.0', '10', '0']
['-', 'cheap', '0.0', '10', '0']
['-', 'cohen', '0.0', '10', '0']
['-', 'charts', '0.0', '10', '0']
['-', 'corp', '0.0', '30', '20']
['-', 'chipmaker', '0.0', '10', '0']
['-', 'citi', '0.0', '10', '0']
['-', 'cap', '0.0', '10', '20']
['-', 'could', '0.0', '10', '20']
['-', 'concludes', '0.0', '10', '20']
['-', 'dws', '0.0', '40', '40']
['-', 'determine', '0.0', '10', '20']
['-', 'dow', '0.0', '40', '0']
['-', 'drops', '0.0', '10', '0']
['-', 'drive', '0.0', '10', '0']
['-', 'deployment', '0.0', '10', '20']
['-', 'etfs', '0.0', '20', '20']
['-', 'environmentally', '0.0', '10', '0']
['-', 'entire', '0.0', '10', '0']
['-', 'earnings', '0.0', '20', '20']
['-', 'expects', '0.0', '10', '0']
['-', 'elon', '0.0', '10', '0']
['-', 'for', '0.0', '40', '60']
['-', 'fund', '0.0', '50', '40']
['-', 'future', '0.0', '10', '20']
['-', 'friendly', '0.0', '10', '0']
['-', 'futures', '0.0', '20', '0']
['-', 'fall', '0.0', '10', '0']
['-', 'fed', '0.0', '40', '0']
['-', 'fix', '0.0', '10', '0']
['-', 'falls', '0.0', '10', '0']
['-', 'fresh', '0.0', '10', '20']
['-', 'great', '0.0', '20', '40']
['-', 'glenview', '0.0', '10', '20']
['-', 'growth', '0.0', '10', '0']
['-', 'guidance', '0.0', '10', '0']
['-', 'gamble', '0.0', '20', '40']
['-', 'gartner', '0.0', '10', '0']
['-', 'holdings', '0.0', '50', '60']
['-', 'heavyweight', '0.0', '10', '0']
['-', 'hot', '0.0', '30', '0']
['-', 'has', '0.0', '10', '20']
['-', 'high', '0.0', '20', '40']
['-', 'harmonic', '0.0', '10', '20']
['-', 'hlit', '0.0', '10', '20']
['-', 'hits', '0.0', '10', '20']
['-', 'hear', '0.0', '10', '20']
['-', 'investors', '0.0', '30', '40']
['-', 'inc', '0.0', '160', '140']
['-', 'include', '0.0', '10', '20']
['-', 'investment', '0.0', '10', '20']
['-', 'inflation', '0.0', '30', '0']
['-', 'internet', '0.0', '10', '0']
['-', 'international', '0.0', '20', '0']
['-', 'invesco', '0.0', '10', '0']
['-', 'intel', '0.0', '10', '0']
['-', 'its', '0.0', '10', '20']
['-', 'interactive', '0.0', '10', '0']
['-', 'johnson', '0.0', '40', '40']
['-', 'jones', '0.0', '40', '0']
['-', 'looms', '0.0', '30', '0']
['-', 'log', '0.0', '10', '0']
['-', 'large', '0.0', '10', '20']
['-', 'life', '0.0', '10', '20']
['-', 'metaverse', '0.0', '40', '60']
['-', 'mean', '0.0', '20', '20']
['-', 'meta', '0.0', '60', '80']
['-', 'monday', '0.0', '10', '20']
['-', 'management', '0.0', '30', '20']
['-', 'meeting', '0.0', '40', '0']
['-', 'musk', '0.0', '40', '0']
['-', 'more', '0.0', '40', '0']
['-', 'microsoft', '0.0', '10', '0']
['-', 'machines', '0.0', '20', '0']
['-', 'main', '0.0', '10', '0']
['-', 'market', '0.0', '10', '0']
['-', 'most', '0.0', '10', '20']
['-', 'mic', '0.0', '10', '20']
['-', 'new', '0.0', '20', '20']
['-', 'nintendo', '0.0', '10', '20']
['-', 'nfts', '0.0', '10', '0']
['-', 'national', '0.0', '10', '20']
['-', 'nvidia', '0.0', '10', '20']
['-', 'near', '0.0', '10', '20']
['-', 'online', '0.0', '10', '20']
['-', 'off', '0.0', '10', '0']
['-', 'ohio', '0.0', '10', '20']
['-', 'platforms', '0.0', '60', '80']
['-', 'plc', '0.0', '10', '20']
['-', 'participate', '0.0', '10', '0']
['-', 'plan', '0.0', '10', '0']
['-', 'point', '0.0', '20', '0']
['-', 'procter', '0.0', '20', '40']
['-', 'portfolio', '0.0', '10', '20']
['-', 'pick', '0.0', '10', '20']
['-', 'peloton', '0.0', '10', '0']
['-', 'question', '0.0', '10', '20']
['-', 'quarter', '0.0', '10', '0']
['-', 'qualcomm', '0.0', '30', '60']
['-', 'qcom', '0.0', '10', '20']
['-', 'reasons', '0.0', '20', '40']
['-', 'rules', '0.0', '10', '20']
['-', 'report', '0.0', '40', '0']
['-', 'reverses', '0.0', '10', '0']
['-', 'read', '0.0', '10', '0']
['-', 'rise', '0.0', '10', '0']
['-', 'reality', '0.0', '10', '0']
['-', 'room', '0.0', '10', '20']
['-', 'run', '0.0', '10', '20']
['-', 'stock', '0.0', '70', '80']
['-', 'single', '0.0', '10', '20']
