Date,Open,High,Low,Close,Adj Close,Volume
2021-01-26,81.790001,81.980003,79.010002,79.510002,79.399017,13678000
2021-01-27,77.330002,77.589996,74.330002,75.089996,74.985176,23513400
2021-01-28,77.199997,80.180000,76.720001,78.389999,78.280579,18351400
2021-01-29,78.360001,79.370003,76.949997,78.269997,78.160744,17934400
2021-02-01,79.589996,81.089996,78.480003,80.430000,80.317726,14900200
2021-02-02,81.260002,81.739998,79.919998,81.620003,81.506073,11386200
2021-02-03,81.849998,82.529999,78.970001,79.110001,78.999573,17456000
2021-02-04,79.150002,81.339996,78.959999,81.250000,81.136581,11519700
2021-02-05,81.769997,82.019997,80.720001,81.099998,80.986794,10958000
2021-02-08,81.750000,84.059998,81.639999,84.010002,83.892731,12394800
2021-02-09,83.349998,84.000000,82.400002,83.320000,83.203697,10362500
2021-02-10,84.000000,84.440002,81.300003,82.349998,82.235046,9869200
2021-02-11,84.400002,86.639999,84.000000,86.480003,86.359291,18750400
2021-02-12,86.110001,88.320000,85.459999,88.010002,87.887154,14273900
2021-02-16,89.220001,89.220001,87.050003,87.739998,87.617523,10312800
2021-02-17,86.690002,87.320000,84.900002,86.050003,85.929886,10033500
2021-02-18,86.519997,88.730003,85.959999,88.540001,88.416412,19168100
2021-02-19,90.250000,91.489998,88.809998,90.959999,90.833031,21886500
2021-02-22,89.529999,90.519997,85.919998,86.279999,86.159561,16077000
2021-02-23,85.239998,89.199997,82.440002,88.230003,88.106842,23203200
2021-02-24,88.300003,92.599998,87.730003,92.519997,92.390846,21281700
2021-02-25,91.519997,93.099998,87.580002,88.120003,87.996994,22546200
2021-02-26,89.739998,92.940002,88.230003,91.529999,91.402237,22787600
2021-03-01,94.540001,95.750000,92.570000,94.760002,94.627731,19908900
2021-03-02,93.570000,94.900002,90.900002,91.089996,90.962845,18679600
2021-03-03,90.570000,93.330002,88.389999,89.110001,88.985611,26424100
2021-03-04,88.809998,89.750000,81.849998,84.330002,84.212288,31971100
2021-03-05,87.529999,89.320000,83.300003,88.930000,88.805862,30329100
2021-03-08,88.570000,89.720001,84.870003,85.050003,84.931282,22708300
2021-03-09,88.000000,90.180000,86.300003,89.300003,89.175354,22301400
2021-03-10,90.010002,90.010002,85.309998,85.410004,85.290779,23407800
2021-03-11,87.589996,90.220001,86.849998,89.309998,89.185333,20716500
2021-03-12,87.570000,88.529999,86.430000,87.769997,87.647484,21916400
2021-03-15,87.769997,88.910004,86.139999,88.849998,88.725975,16144400
2021-03-16,90.750000,94.680000,90.110001,91.430000,91.302376,28539000
2021-03-17,91.330002,95.489998,90.099998,94.760002,94.627731,24616700
2021-03-18,92.970001,93.480003,89.410004,89.820000,89.694618,27081000
2021-03-19,90.360001,92.680000,88.889999,90.510002,90.383659,24963400
2021-03-22,91.830002,92.419998,89.650002,91.279999,91.152580,19365800
2021-03-23,91.019997,91.269997,84.970001,85.400002,85.280792,32043800
2021-03-24,87.059998,87.150002,82.919998,83.000000,82.884140,24232800
2021-03-25,81.139999,84.430000,80.489998,84.089996,83.972618,23630200
2021-03-26,84.160004,88.139999,84.029999,87.989998,87.867172,23949100
2021-03-29,87.760002,88.250000,85.769997,86.589996,86.469124,21772800
2021-03-30,86.260002,87.220001,85.250000,86.540001,86.419205,13897000
2021-03-31,87.440002,89.080002,86.709999,88.209999,88.086868,25372300
2021-04-01,93.000000,94.379997,91.250000,92.410004,92.281013,39700600
2021-04-05,93.930000,94.669998,92.470001,93.750000,93.619133,19795100
2021-04-06,93.839996,96.099998,92.660004,93.489998,93.359497,22847000
2021-04-07,94.250000,95.070000,92.540001,93.959999,93.828842,17621500
2021-04-08,95.000000,96.389999,93.779999,95.290001,95.156990,17815600
2021-04-09,94.339996,95.379997,93.309998,95.300003,95.166977,14080200
2021-04-12,95.190002,96.959999,94.750000,95.589996,95.456566,18818300
2021-04-13,96.290001,96.820000,91.400002,92.150002,92.021370,27102100
2021-04-14,91.660004,92.529999,89.510002,90.669998,90.543434,19117400
2021-04-15,91.750000,91.959999,89.449997,90.269997,90.143990,16017000
2021-04-16,90.440002,91.330002,90.080002,90.660004,90.533455,12358700
2021-04-19,90.669998,90.680000,86.519997,88.410004,88.286591,21361600
2021-04-20,88.379997,88.949997,86.529999,87.480003,87.357895,17396900
2021-04-21,87.059998,89.559998,86.330002,89.489998,89.365082,14781300
2021-04-22,88.199997,88.360001,83.900002,84.709999,84.591751,34044100
2021-04-23,85.239998,86.459999,84.570000,86.029999,85.909912,18118600
2021-04-26,86.470001,88.300003,86.110001,87.839996,87.717384,14757700
2021-04-27,89.330002,90.190002,88.029999,89.459999,89.335121,17681000
2021-04-28,87.660004,87.760002,85.349998,86.029999,85.909912,19433500
2021-04-29,87.720001,88.089996,85.550003,88.059998,87.937073,16463300
2021-04-30,86.930000,88.480003,85.559998,86.070000,85.949860,14548100
2021-05-03,86.970001,87.010002,83.870003,85.019997,84.901321,16300400
2021-05-04,84.139999,85.440002,82.029999,84.410004,84.292175,17850500
2021-05-05,85.489998,85.949997,84.029999,85.150002,85.031143,13172100
2021-05-06,84.870003,85.120003,83.279999,84.800003,84.681633,13716900
2021-05-07,85.910004,86.320000,84.989998,85.980003,85.859985,12746100
2021-05-10,84.949997,85.000000,80.800003,80.849998,80.737144,24862900
2021-05-11,77.269997,80.760002,76.820000,80.680000,80.567383,23227800
2021-05-12,79.139999,79.970001,76.410004,76.800003,76.692802,23472600
2021-05-13,77.970001,78.860001,76.529999,77.190002,77.082253,20153800
2021-05-14,78.790001,80.150002,77.080002,79.699997,79.588745,18241100
2021-05-17,79.099998,80.419998,77.720001,80.389999,80.277786,15011500
2021-05-18,80.550003,80.919998,78.800003,78.879997,78.769890,20893800
2021-05-19,77.209999,80.269997,76.160004,79.930000,79.818428,27300000
2021-05-20,80.500000,81.489998,79.519997,81.129997,81.016747,17123000
2021-05-21,81.769997,81.989998,80.370003,80.720001,80.607323,13076900
2021-05-24,81.419998,83.620003,81.360001,82.900002,82.784286,15730400
2021-05-25,83.570000,83.709999,79.709999,81.230003,81.116615,26272100
2021-05-26,81.580002,82.440002,81.019997,82.239998,82.125198,12609800
2021-05-27,82.459999,84.750000,82.330002,83.930000,83.812843,22286500
2021-05-28,84.220001,84.730003,83.220001,84.139999,84.022552,11330300
2021-06-01,84.919998,85.760002,83.620003,84.150002,84.032539,11067200
2021-06-02,84.389999,84.820000,83.449997,84.339996,84.222267,10314200
2021-06-03,83.680000,84.070000,81.889999,82.029999,81.915497,14742100
2021-06-04,82.970001,84.370003,82.849998,83.760002,83.643082,12591100
2021-06-07,83.190002,84.230003,82.650002,84.040001,83.922691,9006400
2021-06-08,84.970001,84.980003,80.010002,80.529999,80.417587,29666500
2021-06-09,80.169998,80.559998,78.519997,78.660004,78.550201,21434900
2021-06-10,79.400002,80.839996,78.529999,79.279999,79.169334,22683300
2021-06-11,80.070000,80.760002,79.209999,79.339996,79.229248,12675700
2021-06-14,79.500000,80.940002,79.370003,80.489998,80.377640,14303000
2021-06-15,80.639999,82.910004,79.919998,82.180000,82.065285,22308600
2021-06-16,82.730003,83.110001,80.120003,80.489998,80.377640,18116400
2021-06-17,79.699997,81.440002,79.360001,80.639999,80.527435,16003900
2021-06-18,78.900002,79.279999,76.129997,76.949997,76.842583,39881500
2021-06-21,76.849998,77.290001,75.709999,77.070000,76.962418,19810100
2021-06-22,77.610001,78.279999,77.050003,77.660004,77.551598,16771800
2021-06-23,78.099998,79.870003,78.070000,79.019997,78.909691,16662200
2021-06-24,80.430000,80.900002,79.919998,80.580002,80.467522,15721000
2021-06-25,81.570000,82.839996,81.089996,82.029999,81.915497,19603800
2021-06-28,82.629997,83.599998,82.160004,83.379997,83.263611,18365500
2021-06-29,83.540001,83.839996,81.870003,82.930000,82.814240,18530800
2021-06-30,84.849998,85.400002,83.430000,84.980003,84.861382,40670800
2021-07-01,82.239998,82.250000,79.910004,80.110001,79.998177,53299000
2021-07-02,80.610001,80.889999,78.889999,80.330002,80.217873,22685500
2021-07-06,80.790001,81.540001,79.760002,81.080002,80.966827,21126500
2021-07-07,81.690002,81.809998,77.949997,78.220001,78.110817,23026900
2021-07-08,76.250000,77.879997,75.959999,77.110001,77.002365,23114500
2021-07-09,77.410004,78.949997,76.730003,78.739998,78.630089,15441100
2021-07-12,78.750000,79.730003,77.709999,79.559998,79.448944,12639300
2021-07-13,79.279999,79.500000,78.099998,78.449997,78.340492,14263400
2021-07-14,79.349998,80.760002,78.320000,78.489998,78.380432,15952300
2021-07-15,78.339996,78.459999,76.339996,76.919998,76.812630,16616800
2021-07-16,77.160004,77.610001,74.839996,75.010002,74.905296,19132100
2021-07-19,73.839996,74.680000,73.199997,74.580002,74.475899,23436900
2021-07-20,74.660004,75.919998,73.769997,75.389999,75.284767,14855800
2021-07-21,75.349998,77.239998,75.339996,77.190002,77.082253,15945800
2021-07-22,76.230003,76.250000,74.459999,75.529999,75.424568,19042200
2021-07-23,75.930000,76.040001,74.900002,75.940002,75.834000,12345200
2021-07-26,75.809998,77.480003,75.510002,76.300003,76.193497,12023900
2021-07-27,74.790001,74.790001,72.510002,74.220001,74.116402,23940500
2021-07-28,74.550003,76.010002,74.379997,75.550003,75.444542,14348300
2021-07-29,76.080002,77.120003,75.949997,77.080002,76.972404,14529400
2021-07-30,76.129997,78.110001,76.059998,77.580002,77.471710,12525000
2021-08-02,79.040001,79.489998,77.470001,77.639999,77.531624,14904200
2021-08-03,78.870003,81.070000,77.940002,80.860001,80.747131,25807600
2021-08-04,80.449997,83.089996,79.540001,81.980003,81.865570,29176900
2021-08-05,82.139999,83.070000,81.160004,81.489998,81.376251,14821000
2021-08-06,81.199997,82.879997,81.050003,82.000000,81.885536,14609900
2021-08-09,81.730003,82.040001,80.080002,80.209999,80.098038,13363300
2021-08-10,79.820000,79.820000,75.769997,75.910004,75.804039,40705000
2021-08-11,76.040001,76.050003,73.720001,75.029999,74.925262,31624900
2021-08-12,72.180000,72.199997,68.809998,70.250000,70.151939,72492400
2021-08-13,70.050003,71.239998,69.879997,70.919998,70.820999,25285800
2021-08-16,70.199997,71.760002,69.919998,70.930000,70.830994,18135900
2021-08-17,70.169998,71.449997,69.610001,70.779999,70.681198,17545800
2021-08-18,71.250000,71.879997,70.580002,70.620003,70.521423,14004300
2021-08-19,70.139999,70.820000,69.040001,70.279999,70.181900,18022600
2021-08-20,70.139999,71.029999,69.580002,70.230003,70.131973,14594200
2021-08-23,70.839996,71.879997,68.900002,71.739998,71.639854,22265000
2021-08-24,72.139999,72.690002,71.690002,71.980003,71.879524,18092700
2021-08-25,72.790001,77.029999,72.180000,74.040001,73.936653,36552100
2021-08-26,73.230003,73.239998,71.699997,72.769997,72.668419,20315100
2021-08-27,72.459999,74.150002,72.150002,74.000000,73.896706,14980000
2021-08-30,74.120003,74.750000,72.830002,73.160004,73.057884,12810700
2021-08-31,73.680000,74.620003,73.320000,73.699997,73.597122,14807400
2021-09-01,74.320000,74.320000,73.019997,73.720001,73.617096,14007100
2021-09-02,73.209999,74.010002,72.309998,73.989998,73.886719,14803300
2021-09-03,74.000000,74.720001,73.599998,73.809998,73.706970,9222500
2021-09-07,73.760002,74.489998,73.160004,73.639999,73.537209,12028400
2021-09-08,73.199997,73.239998,71.110001,72.269997,72.169113,17375500
2021-09-09,71.629997,73.269997,71.419998,72.870003,72.768288,14638100
2021-09-10,73.769997,75.629997,73.459999,73.500000,73.397400,18227500
2021-09-13,74.559998,75.220001,73.519997,74.349998,74.246216,15796700
2021-09-14,73.790001,74.120003,72.910004,73.489998,73.387413,13945100
2021-09-15,72.949997,73.930000,71.760002,73.820000,73.716957,15258800
2021-09-16,73.300003,74.959999,72.779999,74.629997,74.525826,12867700
2021-09-17,74.410004,74.500000,73.320000,74.300003,74.196289,20449600
2021-09-20,72.599998,72.760002,71.190002,72.370003,72.268982,23228300
2021-09-21,72.919998,73.129997,71.660004,72.139999,72.039299,16026800
2021-09-22,73.040001,74.580002,72.639999,73.970001,73.866745,16996100
2021-09-23,73.610001,74.790001,73.250000,74.040001,73.936653,17304500
2021-09-24,73.300003,74.500000,73.070000,74.050003,73.946640,14804300
2021-09-27,73.650002,75.879997,73.510002,75.180000,75.075058,18435200
2021-09-28,74.500000,74.989998,73.059998,73.099998,72.997963,27311500
2021-09-29,71.160004,73.320000,70.220001,71.639999,71.540001,38169200
2021-09-30,72.199997,72.599998,70.860001,70.980003,70.980003,16889200
2021-10-01,71.339996,71.570000,70.099998,70.989998,70.989998,17813800
2021-10-04,70.599998,71.570000,70.360001,70.620003,70.620003,19525700
2021-10-05,71.209999,71.209999,69.610001,70.500000,70.500000,14512100
2021-10-06,69.800003,70.379997,69.029999,69.940002,69.940002,17899300
2021-10-07,70.400002,71.669998,70.120003,70.540001,70.540001,15236100
2021-10-08,70.930000,70.940002,69.699997,70.120003,70.120003,13657000
2021-10-11,69.900002,70.360001,69.180000,69.220001,69.220001,12700200
2021-10-12,69.389999,69.430000,65.669998,66.720001,66.720001,36911700
2021-10-13,66.739998,67.419998,66.230003,66.379997,66.379997,17532400
2021-10-14,67.279999,68.080002,66.809998,67.800003,67.800003,15541600
2021-10-15,68.089996,68.459999,67.480003,67.680000,67.680000,11783100
2021-10-18,67.010002,67.629997,66.290001,67.260002,67.260002,11849300
2021-10-19,67.370003,67.889999,66.639999,67.570000,67.570000,16930300
2021-10-20,67.199997,69.199997,67.010002,68.269997,68.269997,19457800
2021-10-21,67.949997,68.699997,67.669998,68.639999,68.639999,11140700
2021-10-22,68.510002,69.089996,67.080002,67.510002,67.510002,17892100
2021-10-25,69.620003,71.120003,68.540001,68.760002,68.760002,23341300
2021-10-26,69.370003,69.820000,68.470001,68.940002,68.940002,14267900
2021-10-27,68.519997,68.690002,67.449997,68.239998,68.239998,13541900
2021-10-28,69.290001,70.349998,69.180000,69.580002,69.580002,16966000
2021-10-29,68.389999,69.550003,68.040001,69.099998,69.099998,11431600
2021-11-01,68.970001,70.970001,68.940002,70.699997,70.699997,11988400
2021-11-02,70.489998,70.849998,70.040001,70.760002,70.760002,9761100
2021-11-03,70.720001,71.330002,70.260002,71.250000,71.250000,10266900
2021-11-04,72.370003,72.480003,71.040001,72.239998,72.239998,15936600
2021-11-05,73.000000,73.739998,72.360001,72.919998,72.919998,13015300
2021-11-08,73.320000,75.029999,73.120003,74.559998,74.559998,18742300
2021-11-09,75.099998,76.269997,74.559998,75.589996,75.589996,20127300
2021-11-10,74.160004,75.150002,73.199997,73.410004,73.410004,15228300
2021-11-11,74.019997,74.959999,73.620003,74.550003,74.550003,12192600
2021-11-12,75.019997,78.019997,74.949997,77.300003,77.300003,26530100
2021-11-15,77.760002,78.279999,76.599998,76.779999,76.779999,12650700
2021-11-16,76.559998,77.150002,75.779999,76.809998,76.809998,11807600
2021-11-17,76.480003,76.570000,75.190002,75.459999,75.459999,11600500
2021-11-18,76.900002,77.500000,75.750000,77.019997,77.019997,16848200
2021-11-19,78.930000,83.860001,78.930000,83.029999,83.029999,47216100
2021-11-22,83.660004,87.669998,83.660004,83.860001,83.860001,34775200
2021-11-23,85.040001,87.709999,84.330002,85.410004,85.410004,31823300
2021-11-24,84.750000,87.160004,84.610001,86.209999,86.209999,21666100
2021-11-26,83.129997,84.050003,81.980003,83.419998,83.419998,16487200
2021-11-29,84.379997,86.269997,84.160004,86.139999,86.139999,18889800
2021-11-30,85.580002,86.919998,83.949997,84.000000,84.000000,27301000
2021-12-01,86.550003,89.050003,85.000000,85.150002,85.150002,31633400
2021-12-02,82.629997,83.589996,81.349998,82.879997,82.879997,22994500
2021-12-03,83.709999,84.430000,80.639999,81.620003,81.620003,19160200
2021-12-06,81.830002,83.230003,80.529999,82.449997,82.449997,15094900
